CustomerID,FirstName,LastName,Country,CityClean,Phone,OrderID,OrderDate,OrderNumber,TotalAmount,ProductID,ProductName,UnitPrice,Package,IsDiscontinued,SupplierID,CompanyName,ContactName,SupplierCity,SupplierCountry,SupplierPhone,Fax
84,Mary,Saveley,France,Lyon,78.32.54.86,4,7/8/2012,542381,670.8,65,Louisiana Fiery Hot Pepper Sauce,21.05,32 - 8 oz bottles,FALSE,2,New Orleans Cajun Delights,Shelley Burke,New Orleans,USA,(100) 555-4822,
76,Pascale,Cartrain,Belgium,Charleroi,(071) 23 67 22 20,5,7/9/2012,542382,3730,20,Sir Rodney's Marmalade,81,30 gift boxes,FALSE,8,"Specialty Biscuits, Ltd.",Peter Wilson,Manchester,UK,(161) 555-4448,
76,Pascale,Cartrain,Belgium,Charleroi,(071) 23 67 22 20,5,7/9/2012,542382,3730,33,Geitost,2.5,500 g,FALSE,15,Norske Meierier,Beate Vileid,Sandvika,Norway,(0)2-953010,
76,Pascale,Cartrain,Belgium,Charleroi,(071) 23 67 22 20,5,7/9/2012,542382,3730,60,Camembert Pierrot,34,15 - 300 g rounds,FALSE,28,Gai pÃÂ¢turage,Eliane Noz,Annecy,France,38.76.98.06,38.76.98.58
34,Mario,Pontes,Brazil,Rio de Janeiro,(21) 555-0091,6,7/10/2012,542383,1444.8,31,Gorgonzola Telino,12.5,12 - 100 g pkgs,FALSE,14,Formaggi Fortini s.r.l.,Elio Rossi,Ravenna,Italy,(0544) 60323,(0544) 60603
34,Mario,Pontes,Brazil,Rio de Janeiro,(21) 555-0091,6,7/10/2012,542383,1444.8,39,Chartreuse verte,18,750 cc per bottle,FALSE,18,Aux joyeux ecclÃÂ©siastiques,GuylÃÂ¨ne Nodier,Paris,France,(1) 03.83.00.68,(1) 03.83.00.62
34,Mario,Pontes,Brazil,Rio de Janeiro,(21) 555-0091,6,7/10/2012,542383,1444.8,49,Maxilaku,20,24 - 50 g pkgs.,FALSE,23,Karkki Oy,Anne Heikkonen,Lappeenranta,Finland,(953) 10956,
14,Yang,Wang,Switzerland,Bern,0452-076545,7,7/11/2012,542384,625.2,24,Guaran? Fant?stica,4.5,12 - 355 ml cans,TRUE,10,Refrescos Americanas LTDA,Carlos Diaz,Sao Paulo,Brazil,(11) 555 4640,
14,Yang,Wang,Switzerland,Bern,0452-076545,7,7/11/2012,542384,625.2,55,PÃÂ¢tÃÂ© chinois,24,24 boxes x 2 pies,FALSE,25,Ma Maison,Jean-Guy Lauzon,MontrÃÂ©al,Canada,(514) 555-9022,
14,Yang,Wang,Switzerland,Bern,0452-076545,7,7/11/2012,542384,625.2,74,Longlife Tofu,10,5 kg pkg.,FALSE,4,Tokyo Traders,Yoshi Nagase,Tokyo,Japan,(03) 3555-5011,
68,Michael,Holz,Switzerland,GenÃÂ¨ve,0897-034214,8,7/12/2012,542385,2490.5,2,Chang,19,24 - 12 oz bottles,FALSE,1,Exotic Liquids,Charlotte Cooper,London,UK,(171) 555-2222,
68,Michael,Holz,Switzerland,GenÃÂ¨ve,0897-034214,8,7/12/2012,542385,2490.5,16,Pavlova,17.45,32 - 500 g boxes,FALSE,7,"Pavlova, Ltd.",Ian Devling,Melbourne,Australia,(03) 444-2343,(03) 444-6588
68,Michael,Holz,Switzerland,GenÃÂ¨ve,0897-034214,8,7/12/2012,542385,2490.5,36,Inlagd Sill,19,24 - 250 g  jars,FALSE,17,Svensk Sj?f?da AB,Michael Bj?rn,Stockholm,Sweden,08-123 45 67,
68,Michael,Holz,Switzerland,GenÃÂ¨ve,0897-034214,8,7/12/2012,542385,2490.5,59,Raclette Courdavault,55,5 kg pkg.,FALSE,28,Gai pÃÂ¢turage,Eliane Noz,Annecy,France,38.76.98.06,38.76.98.58
88,Paula,Parente,Brazil,Resende,(14) 555-8122,9,7/15/2012,542386,517.8,53,Perth Pasties,32.8,48 pieces,TRUE,24,"G'day, Mate",Wendy Mackenzie,Sydney,Australia,(02) 555-5914,(02) 555-4873
88,Paula,Parente,Brazil,Resende,(14) 555-8122,9,7/15/2012,542386,517.8,77,Original Frankfurter grÃÂ¼ne So?e,13,12 boxes,FALSE,12,Plutzer Lebensmittelgro?m?rkte AG,Martin Bein,Frankfurt,Germany,(069) 992755,
35,Carlos,Hern?ndez,Venezuela,San Cristóbal,(5) 555-1340,10,7/16/2012,542387,1119.9,27,Schoggi Schokolade,43.9,100 - 100 g pieces,FALSE,11,Heli SÃÂ¼?waren GmbH & Co. KG,Petra Winkler,Berlin,Germany,(010) 9984510,
35,Carlos,Hern?ndez,Venezuela,San Cristóbal,(5) 555-1340,10,7/16/2012,542387,1119.9,39,Chartreuse verte,18,750 cc per bottle,FALSE,18,Aux joyeux ecclÃÂ©siastiques,GuylÃÂ¨ne Nodier,Paris,France,(1) 03.83.00.68,(1) 03.83.00.62
35,Carlos,Hern?ndez,Venezuela,San Cristóbal,(5) 555-1340,10,7/16/2012,542387,1119.9,77,Original Frankfurter grÃÂ¼ne So?e,13,12 boxes,FALSE,12,Plutzer Lebensmittelgro?m?rkte AG,Martin Bein,Frankfurt,Germany,(069) 992755,
20,Roland,Mendel,Austria,Graz,7675-3425,11,7/17/2012,542388,2018.6,2,Chang,19,24 - 12 oz bottles,FALSE,1,Exotic Liquids,Charlotte Cooper,London,UK,(171) 555-2222,
20,Roland,Mendel,Austria,Graz,7675-3425,11,7/17/2012,542388,2018.6,5,Chef Anton's Gumbo Mix,21.35,36 boxes,TRUE,2,New Orleans Cajun Delights,Shelley Burke,New Orleans,USA,(100) 555-4822,
20,Roland,Mendel,Austria,Graz,7675-3425,11,7/17/2012,542388,2018.6,32,Mascarpone Fabioli,32,24 - 200 g pkgs.,FALSE,14,Formaggi Fortini s.r.l.,Elio Rossi,Ravenna,Italy,(0544) 60323,(0544) 60603
13,Francisco,Chang,Mexico,México D.F.,(5) 555-3392,12,7/18/2012,542389,100.8,21,Sir Rodney's Scones,10,24 pkgs. x 4 pieces,FALSE,8,"Specialty Biscuits, Ltd.",Peter Wilson,Manchester,UK,(161) 555-4448,
13,Francisco,Chang,Mexico,México D.F.,(5) 555-3392,12,7/18/2012,542389,100.8,37,Gravad lax,26,12 - 500 g pkgs.,FALSE,17,Svensk Sj?f?da AB,Michael Bj?rn,Stockholm,Sweden,08-123 45 67,
56,Henriette,Pfalzheim,Germany,Köln,0221-0644327,13,7/19/2012,542390,1746.2,41,Jack's New England Clam Chowder,9.65,12 - 12 oz cans,FALSE,19,New England Seafood Cannery,Robb Merchant,Boston,USA,(617) 555-3267,(617) 555-3389
56,Henriette,Pfalzheim,Germany,Köln,0221-0644327,13,7/19/2012,542390,1746.2,57,Ravioli Angelo,19.5,24 - 250 g pkgs.,FALSE,26,Pasta Buttini s.r.l.,Giovanni Giudici,Salerno,Italy,(089) 6547665,(089) 6547667
56,Henriette,Pfalzheim,Germany,Köln,0221-0644327,13,7/19/2012,542390,1746.2,62,Tarte au sucre,49.3,48 pies,FALSE,29,ForÃÂªts d'ÃÂ©rables,Chantal Goulet,Ste-Hyacinthe,Canada,(514) 555-2955,(514) 555-2921
56,Henriette,Pfalzheim,Germany,Köln,0221-0644327,13,7/19/2012,542390,1746.2,70,Outback Lager,15,24 - 355 ml bottles,FALSE,7,"Pavlova, Ltd.",Ian Devling,Melbourne,Australia,(03) 444-2343,(03) 444-6588
61,Bernardo,Batista,Brazil,Rio de Janeiro,(21) 555-4252,14,7/19/2012,542391,448,21,Sir Rodney's Scones,10,24 pkgs. x 4 pieces,FALSE,8,"Specialty Biscuits, Ltd.",Peter Wilson,Manchester,UK,(161) 555-4448,
61,Bernardo,Batista,Brazil,Rio de Janeiro,(21) 555-4252,14,7/19/2012,542391,448,35,Steeleye Stout,18,24 - 12 oz bottles,FALSE,16,Bigfoot Breweries,Cheryl Saylor,Bend,USA,(503) 555-9931,
65,Paula,Wilson,USA,Albuquerque,(505) 555-5939,15,7/22/2012,542392,624.8,5,Chef Anton's Gumbo Mix,21.35,36 boxes,TRUE,2,New Orleans Cajun Delights,Shelley Burke,New Orleans,USA,(100) 555-4822,
65,Paula,Wilson,USA,Albuquerque,(505) 555-5939,15,7/22/2012,542392,624.8,7,Uncle Bob's Organic Dried Pears,30,12 - 1 lb pkgs.,FALSE,3,Grandma Kelly's Homestead,Regina Murphy,Ann Arbor,USA,(313) 555-5735,(313) 555-3349
65,Paula,Wilson,USA,Albuquerque,(505) 555-5939,15,7/22/2012,542392,624.8,56,Gnocchi di nonna Alice,38,24 - 250 g pkgs.,FALSE,26,Pasta Buttini s.r.l.,Giovanni Giudici,Salerno,Italy,(089) 6547665,(089) 6547667
20,Roland,Mendel,Austria,Graz,7675-3425,16,7/23/2012,542393,2464.8,16,Pavlova,17.45,32 - 500 g boxes,FALSE,7,"Pavlova, Ltd.",Ian Devling,Melbourne,Australia,(03) 444-2343,(03) 444-6588
20,Roland,Mendel,Austria,Graz,7675-3425,16,7/23/2012,542393,2464.8,24,Guaran? Fant?stica,4.5,12 - 355 ml cans,TRUE,10,Refrescos Americanas LTDA,Carlos Diaz,Sao Paulo,Brazil,(11) 555 4640,
20,Roland,Mendel,Austria,Graz,7675-3425,16,7/23/2012,542393,2464.8,30,Nord-Ost Matjeshering,25.89,10 - 200 g glasses,FALSE,13,Nord-Ost-Fisch Handelsgesellschaft mbH,Sven Petersen,Cuxhaven,Germany,(04721) 8713,(04721) 8714
20,Roland,Mendel,Austria,Graz,7675-3425,16,7/23/2012,542393,2464.8,74,Longlife Tofu,10,5 kg pkg.,FALSE,4,Tokyo Traders,Yoshi Nagase,Tokyo,Japan,(03) 3555-5011,
24,Maria,Larsson,Sweden,Brücke,0695-34 67 21,17,7/24/2012,542394,724.5,2,Chang,19,24 - 12 oz bottles,FALSE,1,Exotic Liquids,Charlotte Cooper,London,UK,(171) 555-2222,
24,Maria,Larsson,Sweden,Brücke,0695-34 67 21,17,7/24/2012,542394,724.5,41,Jack's New England Clam Chowder,9.65,12 - 12 oz cans,FALSE,19,New England Seafood Cannery,Robb Merchant,Boston,USA,(617) 555-3267,(617) 555-3389
7,FrÃÂ©dÃÂ©rique,Citeaux,France,Strasbourg,88.60.15.31,18,7/25/2012,542395,1176,17,Alice Mutton,39,20 - 1 kg tins,TRUE,7,"Pavlova, Ltd.",Ian Devling,Melbourne,Australia,(03) 444-2343,(03) 444-6588
7,FrÃÂ©dÃÂ©rique,Citeaux,France,Strasbourg,88.60.15.31,18,7/25/2012,542395,1176,70,Outback Lager,15,24 - 355 ml bottles,FALSE,7,"Pavlova, Ltd.",Ian Devling,Melbourne,Australia,(03) 444-2343,(03) 444-6588
87,Pirkko,Koskitalo,Finland,Oulu,981-443655,19,7/26/2012,542396,364.8,12,Queso Manchego La Pastora,38,10 - 500 g pkgs.,FALSE,5,Cooperativa de Quesos 'Las Cabras',Antonio del Valle Saavedra,Oviedo,Spain,(98) 598 76 54,
25,Peter,Franken,Germany,Aachen,089-0877310,20,7/29/2012,542397,4031,40,Boston Crab Meat,18.4,24 - 4 oz tins,FALSE,19,New England Seafood Cannery,Robb Merchant,Boston,USA,(617) 555-3267,(617) 555-3389
25,Peter,Franken,Germany,Aachen,089-0877310,20,7/29/2012,542397,4031,59,Raclette Courdavault,55,5 kg pkg.,FALSE,28,Gai pÃÂ¢turage,Eliane Noz,Annecy,France,38.76.98.06,38.76.98.58
25,Peter,Franken,Germany,Aachen,089-0877310,20,7/29/2012,542397,4031,76,Lakkalik??ri,18,500 ml,FALSE,23,Karkki Oy,Anne Heikkonen,Lappeenranta,Finland,(953) 10956,
33,Manuel,Pereira,Venezuela,Caracas,(2) 283-2951,21,7/30/2012,542398,1101.2,29,ThÃÂ¼ringer Rostbratwurst,123.79,50 bags x 30 sausgs.,TRUE,12,Plutzer Lebensmittelgro?m?rkte AG,Martin Bein,Frankfurt,Germany,(069) 992755,
33,Manuel,Pereira,Venezuela,Caracas,(2) 283-2951,21,7/30/2012,542398,1101.2,72,Mozzarella di Giovanni,34.8,24 - 200 g pkgs.,FALSE,14,Formaggi Fortini s.r.l.,Elio Rossi,Ravenna,Italy,(0544) 60323,(0544) 60603
89,Karl,Jablonski,USA,Seattle,(206) 555-4112,22,7/31/2012,542399,676,33,Geitost,2.5,500 g,FALSE,15,Norske Meierier,Beate Vileid,Sandvika,Norway,(0)2-953010,
89,Karl,Jablonski,USA,Seattle,(206) 555-4112,22,7/31/2012,542399,676,72,Mozzarella di Giovanni,34.8,24 - 200 g pkgs.,FALSE,14,Formaggi Fortini s.r.l.,Elio Rossi,Ravenna,Italy,(0544) 60323,(0544) 60603
87,Pirkko,Koskitalo,Finland,Oulu,981-443655,23,8/1/2012,542400,1376,36,Inlagd Sill,19,24 - 250 g  jars,FALSE,17,Svensk Sj?f?da AB,Michael Bj?rn,Stockholm,Sweden,08-123 45 67,
87,Pirkko,Koskitalo,Finland,Oulu,981-443655,23,8/1/2012,542400,1376,43,Ipoh Coffee,46,16 - 500 g tins,FALSE,20,Leka Trading,Chandra Leka,Singapore,Singapore,555-8787,
75,Art,Braunschweiger,USA,Lander,(307) 555-4680,24,8/1/2012,542401,48,33,Geitost,2.5,500 g,FALSE,15,Norske Meierier,Beate Vileid,Sandvika,Norway,(0)2-953010,
65,Paula,Wilson,USA,Albuquerque,(505) 555-5939,25,8/2/2012,542402,1456,20,Sir Rodney's Marmalade,81,30 gift boxes,FALSE,8,"Specialty Biscuits, Ltd.",Peter Wilson,Manchester,UK,(161) 555-4448,
65,Paula,Wilson,USA,Albuquerque,(505) 555-5939,25,8/2/2012,542402,1456,31,Gorgonzola Telino,12.5,12 - 100 g pkgs,FALSE,14,Formaggi Fortini s.r.l.,Elio Rossi,Ravenna,Italy,(0544) 60323,(0544) 60603
65,Paula,Wilson,USA,Albuquerque,(505) 555-5939,25,8/2/2012,542402,1456,72,Mozzarella di Giovanni,34.8,24 - 200 g pkgs.,FALSE,14,Formaggi Fortini s.r.l.,Elio Rossi,Ravenna,Italy,(0544) 60323,(0544) 60603
63,Horst,Kloss,Germany,Cunewalde,0372-035188,26,8/5/2012,542403,2142.4,10,Ikura,31,12 - 200 ml jars,FALSE,4,Tokyo Traders,Yoshi Nagase,Tokyo,Japan,(03) 3555-5011,
63,Horst,Kloss,Germany,Cunewalde,0372-035188,26,8/5/2012,542403,2142.4,31,Gorgonzola Telino,12.5,12 - 100 g pkgs,FALSE,14,Formaggi Fortini s.r.l.,Elio Rossi,Ravenna,Italy,(0544) 60323,(0544) 60603
63,Horst,Kloss,Germany,Cunewalde,0372-035188,26,8/5/2012,542403,2142.4,33,Geitost,2.5,500 g,FALSE,15,Norske Meierier,Beate Vileid,Sandvika,Norway,(0)2-953010,
63,Horst,Kloss,Germany,Cunewalde,0372-035188,26,8/5/2012,542403,2142.4,40,Boston Crab Meat,18.4,24 - 4 oz tins,FALSE,19,New England Seafood Cannery,Robb Merchant,Boston,USA,(617) 555-3267,(617) 555-3389
63,Horst,Kloss,Germany,Cunewalde,0372-035188,26,8/5/2012,542403,2142.4,76,Lakkalik??ri,18,500 ml,FALSE,23,Karkki Oy,Anne Heikkonen,Lappeenranta,Finland,(953) 10956,
85,Paul,Henriot,France,Reims,26.47.15.10,27,8/6/2012,542404,538.6,71,Flotemysost,21.5,10 - 500 g pkgs.,FALSE,15,Norske Meierier,Beate Vileid,Sandvika,Norway,(0)2-953010,
85,Paul,Henriot,France,Reims,26.47.15.10,27,8/6/2012,542404,538.6,72,Mozzarella di Giovanni,34.8,24 - 200 g pkgs.,FALSE,14,Formaggi Fortini s.r.l.,Elio Rossi,Ravenna,Italy,(0544) 60323,(0544) 60603
49,Giovanni,Rovelli,Italy,Bergamo,035-640230,28,8/7/2012,542405,307.2,24,Guaran? Fant?stica,4.5,12 - 355 ml cans,TRUE,10,Refrescos Americanas LTDA,Carlos Diaz,Sao Paulo,Brazil,(11) 555 4640,
49,Giovanni,Rovelli,Italy,Bergamo,035-640230,28,8/7/2012,542405,307.2,59,Raclette Courdavault,55,5 kg pkg.,FALSE,28,Gai pÃÂ¢turage,Eliane Noz,Annecy,France,38.76.98.06,38.76.98.58
80,Miguel,Angel Paolino,Mexico,México D.F.,(5) 555-2933,29,8/8/2012,542406,420,10,Ikura,31,12 - 200 ml jars,FALSE,4,Tokyo Traders,Yoshi Nagase,Tokyo,Japan,(03) 3555-5011,
80,Miguel,Angel Paolino,Mexico,México D.F.,(5) 555-2933,29,8/8/2012,542406,420,13,Konbu,6,2 kg box,FALSE,6,Mayumi's,Mayumi Ohno,Osaka,Japan,(06) 431-7877,
52,Alexander,Feuer,Germany,Leipzig,0342-023176,30,8/9/2012,542407,1200.8,28,R?ssle Sauerkraut,45.6,25 - 825 g cans,TRUE,12,Plutzer Lebensmittelgro?m?rkte AG,Martin Bein,Frankfurt,Germany,(069) 992755,
52,Alexander,Feuer,Germany,Leipzig,0342-023176,30,8/9/2012,542407,1200.8,62,Tarte au sucre,49.3,48 pies,FALSE,29,ForÃÂªts d'ÃÂ©rables,Chantal Goulet,Ste-Hyacinthe,Canada,(514) 555-2955,(514) 555-2921
5,Christina,Berglund,Sweden,Luleå,0921-12 34 65,31,8/12/2012,542408,1488.8,44,Gula Malacca,19.45,20 - 2 kg bags,FALSE,20,Leka Trading,Chandra Leka,Singapore,Singapore,555-8787,
5,Christina,Berglund,Sweden,Luleå,0921-12 34 65,31,8/12/2012,542408,1488.8,59,Raclette Courdavault,55,5 kg pkg.,FALSE,28,Gai pÃÂ¢turage,Eliane Noz,Annecy,France,38.76.98.06,38.76.98.58
5,Christina,Berglund,Sweden,Luleå,0921-12 34 65,31,8/12/2012,542408,1488.8,63,Vegie-spread,43.9,15 - 625 g jars,FALSE,7,"Pavlova, Ltd.",Ian Devling,Melbourne,Australia,(03) 444-2343,(03) 444-6588
5,Christina,Berglund,Sweden,Luleå,0921-12 34 65,31,8/12/2012,542408,1488.8,73,R?d Kaviar,15,24 - 150 g jars,FALSE,17,Svensk Sj?f?da AB,Michael Bj?rn,Stockholm,Sweden,08-123 45 67,
44,Renate,Messner,Germany,Frankfurt a.M.,069-0245984,32,8/13/2012,542409,468,17,Alice Mutton,39,20 - 1 kg tins,TRUE,7,"Pavlova, Ltd.",Ian Devling,Melbourne,Australia,(03) 444-2343,(03) 444-6588
5,Christina,Berglund,Sweden,Luleå,0921-12 34 65,33,8/14/2012,542410,613.2,24,Guaran? Fant?stica,4.5,12 - 355 ml cans,TRUE,10,Refrescos Americanas LTDA,Carlos Diaz,Sao Paulo,Brazil,(11) 555 4640,
5,Christina,Berglund,Sweden,Luleå,0921-12 34 65,33,8/14/2012,542410,613.2,55,PÃÂ¢tÃÂ© chinois,24,24 boxes x 2 pies,FALSE,25,Ma Maison,Jean-Guy Lauzon,MontrÃÂ©al,Canada,(514) 555-9022,
5,Christina,Berglund,Sweden,Luleå,0921-12 34 65,33,8/14/2012,542410,613.2,75,Rh?nbr?u Klosterbier,7.75,24 - 0.5 l bottles,FALSE,12,Plutzer Lebensmittelgro?m?rkte AG,Martin Bein,Frankfurt,Germany,(069) 992755,
69,Alejandra,Camino,Spain,Madrid,(91) 745 6200,34,8/14/2012,542411,86.5,19,Teatime Chocolate Biscuits,9.2,10 boxes x 12 pieces,FALSE,8,"Specialty Biscuits, Ltd.",Peter Wilson,Manchester,UK,(161) 555-4448,
69,Alejandra,Camino,Spain,Madrid,(91) 745 6200,34,8/14/2012,542411,86.5,24,Guaran? Fant?stica,4.5,12 - 355 ml cans,TRUE,10,Refrescos Americanas LTDA,Carlos Diaz,Sao Paulo,Brazil,(11) 555 4640,
69,Alejandra,Camino,Spain,Madrid,(91) 745 6200,34,8/14/2012,542411,86.5,35,Steeleye Stout,18,24 - 12 oz bottles,FALSE,16,Bigfoot Breweries,Cheryl Saylor,Bend,USA,(503) 555-9931,
69,Alejandra,Camino,Spain,Madrid,(91) 745 6200,35,8/15/2012,542412,155.4,30,Nord-Ost Matjeshering,25.89,10 - 200 g glasses,FALSE,13,Nord-Ost-Fisch Handelsgesellschaft mbH,Sven Petersen,Cuxhaven,Germany,(04721) 8713,(04721) 8714
69,Alejandra,Camino,Spain,Madrid,(91) 745 6200,35,8/15/2012,542412,155.4,57,Ravioli Angelo,19.5,24 - 250 g pkgs.,FALSE,26,Pasta Buttini s.r.l.,Giovanni Giudici,Salerno,Italy,(089) 6547665,(089) 6547667
46,Carlos,Gonz?lez,Venezuela,Barquisimeto,(9) 331-6954,36,8/16/2012,542413,1414.8,15,Genen Shouyu,15.5,24 - 250 ml bottles,FALSE,6,Mayumi's,Mayumi Ohno,Osaka,Japan,(06) 431-7877,
46,Carlos,Gonz?lez,Venezuela,Barquisimeto,(9) 331-6954,36,8/16/2012,542413,1414.8,19,Teatime Chocolate Biscuits,9.2,10 boxes x 12 pieces,FALSE,8,"Specialty Biscuits, Ltd.",Peter Wilson,Manchester,UK,(161) 555-4448,
46,Carlos,Gonz?lez,Venezuela,Barquisimeto,(9) 331-6954,36,8/16/2012,542413,1414.8,60,Camembert Pierrot,34,15 - 300 g rounds,FALSE,28,Gai pÃÂ¢turage,Eliane Noz,Annecy,France,38.76.98.06,38.76.98.58
46,Carlos,Gonz?lez,Venezuela,Barquisimeto,(9) 331-6954,36,8/16/2012,542413,1414.8,72,Mozzarella di Giovanni,34.8,24 - 200 g pkgs.,FALSE,14,Formaggi Fortini s.r.l.,Elio Rossi,Ravenna,Italy,(0544) 60323,(0544) 60603
44,Renate,Messner,Germany,Frankfurt a.M.,069-0245984,37,8/19/2012,542414,1452,27,Schoggi Schokolade,43.9,100 - 100 g pieces,FALSE,11,Heli SÃÂ¼?waren GmbH & Co. KG,Petra Winkler,Berlin,Germany,(010) 9984510,
44,Renate,Messner,Germany,Frankfurt a.M.,069-0245984,37,8/19/2012,542414,1452,44,Gula Malacca,19.45,20 - 2 kg bags,FALSE,20,Leka Trading,Chandra Leka,Singapore,Singapore,555-8787,
44,Renate,Messner,Germany,Frankfurt a.M.,069-0245984,37,8/19/2012,542414,1452,60,Camembert Pierrot,34,15 - 300 g rounds,FALSE,28,Gai pÃÂ¢turage,Eliane Noz,Annecy,France,38.76.98.06,38.76.98.58
44,Renate,Messner,Germany,Frankfurt a.M.,069-0245984,37,8/19/2012,542414,1452,67,Laughing Lumberjack Lager,14,24 - 12 oz bottles,FALSE,16,Bigfoot Breweries,Cheryl Saylor,Bend,USA,(503) 555-9931,
63,Horst,Kloss,Germany,Cunewalde,0372-035188,38,8/20/2012,542415,2179.2,1,Chai,18,10 boxes x 20 bags,FALSE,1,Exotic Liquids,Charlotte Cooper,London,UK,(171) 555-2222,
63,Horst,Kloss,Germany,Cunewalde,0372-035188,38,8/20/2012,542415,2179.2,40,Boston Crab Meat,18.4,24 - 4 oz tins,FALSE,19,New England Seafood Cannery,Robb Merchant,Boston,USA,(617) 555-3267,(617) 555-3389
63,Horst,Kloss,Germany,Cunewalde,0372-035188,38,8/20/2012,542415,2179.2,53,Perth Pasties,32.8,48 pieces,TRUE,24,"G'day, Mate",Wendy Mackenzie,Sydney,Australia,(02) 555-5914,(02) 555-4873
63,Horst,Kloss,Germany,Cunewalde,0372-035188,39,8/21/2012,542416,3016,35,Steeleye Stout,18,24 - 12 oz bottles,FALSE,16,Bigfoot Breweries,Cheryl Saylor,Bend,USA,(503) 555-9931,
63,Horst,Kloss,Germany,Cunewalde,0372-035188,39,8/21/2012,542416,3016,62,Tarte au sucre,49.3,48 pies,FALSE,29,ForÃÂªts d'ÃÂ©rables,Chantal Goulet,Ste-Hyacinthe,Canada,(514) 555-2955,(514) 555-2921
67,Janete,Limeira,Brazil,Rio de Janeiro,(21) 555-3412,40,8/22/2012,542417,924,16,Pavlova,17.45,32 - 500 g boxes,FALSE,7,"Pavlova, Ltd.",Ian Devling,Melbourne,Australia,(03) 444-2343,(03) 444-6588
67,Janete,Limeira,Brazil,Rio de Janeiro,(21) 555-3412,40,8/22/2012,542417,924,34,Sasquatch Ale,14,24 - 12 oz bottles,FALSE,16,Bigfoot Breweries,Cheryl Saylor,Bend,USA,(503) 555-9931,
67,Janete,Limeira,Brazil,Rio de Janeiro,(21) 555-3412,40,8/22/2012,542417,924,46,Spegesild,12,4 - 450 g glasses,FALSE,21,Lyngbysild,Niels Petersen,Lyngby,Denmark,43844108,43844115
66,Maurizio,Moroni,Italy,Reggio Emilia,0522-556721,41,8/23/2012,542418,89,54,TourtiÃÂ¨re,7.45,16 pies,FALSE,25,Ma Maison,Jean-Guy Lauzon,MontrÃÂ©al,Canada,(514) 555-9022,
66,Maurizio,Moroni,Italy,Reggio Emilia,0522-556721,41,8/23/2012,542418,89,68,Scottish Longbreads,12.5,10 boxes x 8 pieces,FALSE,8,"Specialty Biscuits, Ltd.",Peter Wilson,Manchester,UK,(161) 555-4448,
11,Victoria,Ashworth,UK,London,(171) 555-1212,42,8/26/2012,542419,479.4,3,Aniseed Syrup,10,12 - 550 ml bottles,FALSE,1,Exotic Liquids,Charlotte Cooper,London,UK,(171) 555-2222,
